Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10886,Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0,0,0.01,0.09
10893,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01,0.09
10905,Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0,0,0.01,0.09
10906,Devil May Cry 4,PS4,2015,Action,Capcom,0.01,0,0.08,0,0.09
10910,Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.07,0.01,0,0.01,0.09
10911,Championship Foosball,Wii,2008,Sports,505 Games,0.09,0,0,0.01,0.09
10929,U-Sing  2,Wii,2010,Misc,Mindscape,0,0.08,0,0.01,0.09
10933,Playmobil Circus,Wii,2009,Action,Mindscape,0.06,0.02,0,0.01,0.09
10956,The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0,0,0.09,0,0.09
10957,Get Fit with Mel B,Wii,2010,Sports,Black Bean Games,0.03,0.05,0,0.01,0.09
10970,Kawasaki Quad Bikes,Wii,2007,Racing,Data Design Interactive,0.07,0.01,0,0.01,0.09
11014,NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,Electronic Arts,0.09,0,0,0,0.09
11015,Space Chimps,Wii,2008,Platform,Brash Entertainment,0.08,0,0,0.01,0.09
11021,Family GameShow,Wii,2009,Misc,Zushi Games,0.08,0,0,0.01,0.09
11022,Great Party Games,Wii,2010,Misc,O-Games,0,0.08,0,0.01,0.09
11030,Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.07,0.02,0,0.01,0.09
11033,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,0,0,0.09,0,0.09
11054,Ski-Doo Snowmobile Challenge,Wii,2009,Racing,Valcon Games,0.08,0,0,0.01,0.09
11059,Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0,0,0.01,0.09
11067,Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0,0,0.09,0,0.09
11069,Jambo! Safari Animal Rescue,Wii,2009,Simulation,Sega,0.07,0.01,0,0.01,0.09
11074,Ski and Shoot,Wii,2008,Sports,RTL,0.04,0.04,0,0.01,0.09
11077,Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
11085,MLB Superstars,Wii,2008,Sports,Take-Two Interactive,0.08,0,0,0.01,0.09
11087,Remington Super Slam Hunting: Alaska,Wii,2011,Sports,Mastiff,0.08,0,0,0.01,0.09
11094,The $1 Pyramid,Wii,2011,Misc,Ubisoft,0.08,0,0,0.01,0.09
11100,The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0,0,0.01,0.09
11101,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0,0.01,0.09
11102,Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010,Misc,Hudson Soft,0,0,0.09,0,0.09
11105,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.08,0,0,0.01,0.09
11117,Wacky World of Sports,Wii,2009,Sports,Sega,0.08,0,0,0.01,0.09
11122,Data East Arcade Classics,Wii,2010,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09
11126,Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,Takara Tomy,0,0,0.09,0,0.09
11138,Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,0.08,0,0,0.01,0.09
11142,F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.01,0.07,0,0.01,0.09
11144,Happy Feet Two,Wii,N/A,Action,Warner Bros. Interactive Entertainment,0.07,0.01,0,0.01,0.09
11146,The Ant Bully,Wii,2006,Platform,Midway Games,0.08,0,0,0.01,0.09
11155,Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0,0,0.01,0.09
11158,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0,0,0.01,0.09
11174,Team Elimination Games,Wii,2009,Misc,Ubisoft,0.08,0,0,0.01,0.09
11185,Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.04,0,0.01,0.09
11191,Karaoke Joysound Wii DX,Wii,2009,Misc,Hudson Soft,0,0,0.09,0,0.09
11200,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,0.05,0.03,0,0.01,0.09
11209,Busy Scissors,Wii,2010,Simulation,Little Orbit,0.08,0,0,0,0.09
11232,Cartoon Network: Punch Time Explosion XL,Wii,2011,Fighting,Crave Entertainment,0.07,0.01,0,0.01,0.09
11243,Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0,0.01,0.09
11245,Build 'n Race,Wii,2009,Racing,Zoo Games,0.08,0,0,0.01,0.09
11264,Diva Girls: Divas on Ice,Wii,2009,Sports,505 Games,0.07,0.01,0,0.01,0.08
11267,Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0,0.07,0,0.01,0.08
11277,Martian Panic,Wii,2010,Adventure,Unknown,0.08,0,0,0,0.08
11289,SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.07,0.01,0,0.01,0.08
11299,Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.04,0.01,0.08
11307,Dead or Alive 5,XOne,2015,Fighting,Tecmo Koei,0.04,0.03,0.01,0.01,0.08
11348,America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.08,0,0,0.01,0.08
11384,God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0,0,0.08,0,0.08
11406,Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0,0,0.01,0.08
11409,I Am In The Movie,Wii,2012,Simulation,Namco Bandai Games,0,0,0.08,0,0.08
11411,Zero: Tsukihami no Kamen,Wii,N/A,Action,Nintendo,0,0,0.08,0,0.08
11412,Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,0.08
11414,10 Minute Solution,Wii,2010,Sports,Activision,0.06,0.01,0,0.01,0.08
11416,Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11426,Toukiden 2,PS4,2016,Action,Tecmo Koei,0,0,0.08,0,0.08
11436,Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11438,Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0,0.01,0.08
11443,Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08
11462,Cate West: The Vanishing Files,Wii,2009,Adventure,Oxygen Interactive,0.07,0,0,0.01,0.08
11463,Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11484,The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
11494,Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.08,0,0,0,0.08
11496,Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0,0,0.08,0,0.08
11522,MXGP 2,PS4,2016,Racing,Milestone S.r.l.,0.02,0.05,0,0.01,0.08
11529,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08
11539,Sengoku Musou 3: Moushouden,Wii,2011,Action,Ackkstudios,0,0,0.08,0,0.08
11545,Rock Revolution,Wii,N/A,Misc,Unknown,0.07,0,0,0.01,0.08
11552,BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08
11565,Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11569,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0,0,0.01,0.08
11580,My First Songs,Wii,2010,Misc,Mindscape,0,0.07,0,0.01,0.08
11582,Ultimate Party Challenge,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11583,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08
11602,The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08
11604,Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.06,0.01,0,0.01,0.08
11607,We Sing Rock!,Wii,2011,Misc,Nordic Games,0,0.07,0,0.01,0.08
11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010,Shooter,Sega,0.06,0.01,0,0.01,0.08
11616,Cosmic Family,Wii,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08
11629,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,0,0,0.08,0,0.08
11632,Ultimate Duck Hunting,Wii,2009,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.08
11634,Jikkyou Powerful Pro Yakyuu Next,Wii,2009,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
11637,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,0.08
11658,Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0,0,0,0.08
11683,World Party Games,Wii,2009,Misc,505 Games,0.07,0,0,0.01,0.08
11686,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0,0,0.01,0.08
11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0,0,0.01,0.08
11691,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0,0,0.01,0.08
11692,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01,0.08
11700,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0,0,0.08,0,0.08
11715,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0,0.06,0,0.01,0.08
11717,Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0,0,0,0.08
11722,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.03,0.04,0,0.08
11724,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08
11732,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0,0,0,0.08
11735,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08
11738,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0,0,0,0.07
11744,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0,0,0.01,0.07
11746,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0,0,0.07,0,0.07
11765,Zumba Fitness Core,Wii,2012,Misc,505 Games,0,0.07,0,0.01,0.07
11805,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0,0.01,0.07
11808,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0,0.01,0.07
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.04,0.02,0,0.01,0.07
11846,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.07
11851,Rugby League 3,Wii,2010,Sports,Alternative Software,0,0.06,0,0.01,0.07
11861,Let's Paint,Wii,2010,Simulation,Zoo Games,0.07,0,0,0,0.07
11871,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
11885,SNK Arcade Classics Vol. 1,Wii,2008,Misc,Ignition Entertainment,0.06,0,0,0.01,0.07
11891,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0,0.01,0.07
11897,Guilty Gear Xrd -Revelator-,PS4,2016,Fighting,PQube,0.02,0,0.05,0,0.07
11954,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0.01,0.07
11956,Open Season,Wii,2006,Platform,Ubisoft,0.06,0,0,0.01,0.07
11958,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0,0,0.01,0.07
11972,Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0,0.01,0.07
12003,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0.01,0.07
12010,Reader Rabbit 1st Grade,Wii,2010,Misc,Graffiti,0.07,0,0,0,0.07
12011,Anubis II,Wii,2007,Platform,Metro 3D,0.06,0,0,0,0.07
12018,Heavenly Guardian,Wii,2007,Shooter,505 Games,0.06,0,0,0,0.07
12023,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0,0,0,0.07
12040,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0,0,0.01,0.07
12046,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,0.06,0,0,0,0.07
12050,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0,0,0.07,0,0.07
12055,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.07
12060,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0,0.01,0.07
12073,Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.02,0,0.01,0.07
12074,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0,0,0.07,0,0.07
12078,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0,0,0.01,0.07
12097,Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.05,0.02,0,0.01,0.07
12101,Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0,0.06,0,0.01,0.07
12105,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.01,0.01,0.07
12114,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,0.06,0,0,0,0.07
12119,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
12125,Mario Tennis,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
12129,Build-A-Bear Workshop: Friendship Valley,Wii,N/A,Misc,Unknown,0.06,0,0,0,0.07
12135,Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0,0,0.01,0.07
12140,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,505 Games,0,0,0.07,0,0.07
12141,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0,0.06,0,0.01,0.07
12148,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0,0,0,0.07
12163,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07
12190,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0,0,0,0.07
12199,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07
12202,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,0.06,0,0,0,0.07
12210,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0,0,0,0.07
12251,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0,0,0,0.06
12267,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0,0.06
12273,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0,0,0.06,0,0.06
12280,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0,0,0,0.06
12282,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.06
12293,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0,0,0,0.06
12301,Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06
12311,Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0,0,0,0.06
12314,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
12320,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0,0,0,0.06
12322,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12328,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0,0.01,0.06
12332,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0,0,0,0.06
12335,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.03,0.03,0,0.01,0.06
12363,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0,0,0,0.06
12372,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.06,0,0,0,0.06
12388,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,0.06,0,0,0,0.06
12390,Song of the Deep,PS4,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06
12404,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0,0.01,0.06
12433,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,0.06,0,0,0.06
12437,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.01,0,0,0.06
12438,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,0.06,0,0.06
12442,Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.06
12447,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0,0,0,0.06
12449,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01,0.06
12458,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0,0,0,0.06
12470,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0,0,0.06
12475,Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0,0,0,0.06
12493,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.06
12504,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,0.05,0,0.01,0.06
12521,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.06
12525,Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0,0.01,0.06
12535,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0,0,0.06
12536,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06
12547,Darksiders II,XOne,2015,Action,Nordic Games,0.03,0.02,0,0.01,0.06
12555,Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,0.06,0,0,0,0.06
12564,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.05,0,0,0.06
12581,TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.03,0,0,0.06
12584,Centipede: Infestation,Wii,2011,Shooter,Atari,0.06,0,0,0,0.06
12592,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0,0.06
12616,Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0,0,0,0.06
12617,Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,0.05,0,0,0,0.06
12628,Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.06
12632,Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.05,0,0,0,0.06
12646,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0,0.06
12668,Flip's Twisted World,Wii,N/A,Platform,Unknown,0.05,0,0,0,0.06
12679,World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0,0,0.06
12691,Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,0.01,0,0.05,0,0.06
12694,Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06
12704,PopStar Guitar,Wii,2008,Misc,Midway Games,0.03,0.03,0,0.01,0.06
12728,Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
12731,Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12741,SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
12759,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0,0,0,0.06
12761,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,0.05,0,0,0,0.06
12784,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06
12793,Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.06
12802,Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
12804,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0,0.03,0,0.06
12807,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06
12812,My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,0.04,0.02,0,0,0.06
12813,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0,0,0,0.06
12837,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
12850,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0,0.05,0,0,0.05
12869,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0,0,0,0.05
12881,Reader Rabbit 2nd Grade,Wii,N/A,Misc,Unknown,0.05,0,0,0,0.05
12886,Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,0.05,0,0,0,0.05
12897,Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05
12909,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,0.05,0,0.05
12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0,0,0.05,0,0.05
12927,ZombiU,PS4,2016,Action,Ubisoft,0,0.04,0.01,0.01,0.05
12928,Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0,0,0,0.05
12950,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
12957,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.05,0,0,0,0.05
12959,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0,0,0,0.05
12960,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,0.05
12979,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0,0.05,0,0,0.05
12989,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.05,0,0.05
12995,Hysteria Hospital: Emergency Ward,Wii,2009,Action,Oxygen Interactive,0.05,0,0,0,0.05
13014,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0,0.01,0.05
13031,Assetto Corsa,PS4,2016,Racing,505 Games,0,0.04,0,0.01,0.05
13049,Dream Salon,Wii,2009,Misc,Zoo Games,0.05,0,0,0,0.05
13053,Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05
13072,Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05
13074,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0,0,0.05
13076,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,0.05,0,0,0,0.05
13097,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0,0.01,0.05
13100,Hotel for Dogs,Wii,2009,Simulation,505 Games,0.04,0,0,0,0.05
13107,Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13124,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,0.04,0,0.01,0.05
13125,Steins;Gate 0,PS4,2015,Adventure,PQube,0,0,0.05,0,0.05
13126,Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.02,0.02,0,0,0.05
13132,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0,0,0,0.05
13140,Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,0,0,0.05,0,0.05
13156,Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.05,0,0,0,0.05
13165,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.04,0.01,0,0,0.05
13172,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
13176,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0,0.05
13185,Furu Furu Park,Wii,2007,Misc,Taito,0.05,0,0,0,0.05
13192,QUIZ PARTY,Wii,2012,Misc,Nintendo,0,0.05,0,0,0.05
13196,The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0,0,0,0.05
13207,SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13214,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.04,0,0,0,0.05
13217,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05
13222,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0,0,0.05
13262,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13287,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05
13290,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0,0.05
13316,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05
13325,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0,0,0,0.05
13329,Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05
13330,Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0,0,0,0.05
13337,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05
13343,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13346,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05
13348,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
13354,MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0,0,0,0.05
13373,Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13374,Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0,0,0,0.05
13385,Counter Force,Wii,2007,Shooter,505 Games,0.04,0,0,0,0.05
13388,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05
13434,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05
13437,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05
